ObjectID,Year,Date,Time,Date and Time,number_obs,Observer(s),Wetland Number,Days Since Rain,Maximum Depth (m),Sky Code,Water Clarity,Total Search Time (minutes),Species 1,Species 1 Number of Egg Masses,Species 2,Species 2 Number of Egg Masses,Species 3,Species 3 Number of Egg Masses,Species 4,Species 4 Number of Egg Masses,Species 5,Species 5 Number of Egg Masses,Species Calling,Notes
145,2023,3/29/23,NA,NA,1,jas,42,1,0.4,2,3,13:26,0,,,,,,,,,,Nothing_heard_calling,"No egg masses, no frogs calling."
146,2023,3/29/23,NA,NA,1,jas,15,1,0.14,2,0,0:56,0,,,,,,,,,,Nothing_heard_calling,"Water not up to staff gauge. ~6ft wide, ~15cm deep"
147,2023,3/30/23,NA,NA,3,"jas, jra, mnz",53,2,0.38,0,0,20:00,0,,,,,,,,,,Nothing_heard_calling,"PSNIG, PSORN, RASPH, AMTIG, EUQUA"
148,2023,3/30/23,NA,NA,3,"jas, jra, mnz",51,2,0.72,0,0,20:00,0,,,,,,,,,,Nothing_heard_calling,"HYGRA, PSNIG, PSORN, RACAT, RASPH, AMTIG, EUQUA, DERET"
149,2023,3/30/23,NA,NA,3,"jas, jra, mnz",55,2,0.44,0,1,20:00,0,,,,,,,,,,"Acris_gryllus, Pseudacris_nigrita,Rana_sphenocephalus","PSNIG, PSORN, RASPH, EUQUA"
150,2023,3/30/23,NA,NA,3,"jas, jra, mnz",50,2,0.68,0,0,20:00,0,,,,,,,,,,"Pseudacris_nigrita,Rana_sphenocephalus","PSNIG, RASPH, PSORN, AMTIG, EUQUA"
151,2023,3/30/23,NA,NA,4,"jas, jra, mnz, lls",49,2,1.2,0,3,20:00,0,,,,,,,,,,Acris_gryllus,">100 mystery tadpoles, PSNIG, RASPH, RACAT, EUQUA"
152,2023,3/30/23,NA,NA,4,"jas, jra, mnz, lls",46,2,0.58,0,0,15:00,0,,,,,,,,,,"Acris_gryllus,Pseudacris_nigrita","PSNIG, PSORN, RASPH, 2 NEFAS, EUQUA"
153,2023,3/30/23,NA,NA,4,"jas, jra, mnz, lls",42,2,0.38,0,1,15:00,0,,,,,,,,,,"Acris_gryllus,Pseudacris_nigrita","RASPH, EUQUA"
154,2023,4/4/23,NA,NA,3,"jas, jra, mnz",15,1,0.42,3,3,1:13,0,,,,,,,,,,Nothing_heard_calling,Water not up to staff gauge.
155,2023,4/4/23,NA,NA,3,"jas, jra, mnz",53,1,0.37,3,0,10:27,0,,,,,,,,,,Nothing_heard_calling,"PSNIG, RASPH tadpoles"
156,2023,4/4/23,NA,NA,3,"jas, jra, mnz",51,1,0.54,3,0,19:01,Rana Sphenocephala,1,,,,,,,,,Nothing_heard_calling,"1000's of Bufo tadpoles, 1 adult NEFAS"
157,2023,4/4/23,NA,NA,3,"jas, jra, mnz",55,1,0.45,3,1,25:19:00,0,,,,,,,,,,Hyla_squirella,1 juvenile NEFAS
158,2023,4/4/23,NA,NA,3,"jas, jra, mnz",50,1,0.69,2,0,6:56,0,,,,,,,,,,Nothing_heard_calling,">500 chimney swifts, 2 ACGRY adults"
159,2023,4/4/23,NA,NA,3,"jas, jra, mnz",49,1,1.05,2,3,4:26,0,,,,,,,,,,Nothing_heard_calling,"1 juvenile NEFAS, 1 sick adult NEFAS"
160,2023,4/4/23,NA,NA,3,"jas, jra, mnz",46,1,0.78,2,0,10:07,0,,,,,,,,,,Acris_gryllus,1 NEFAS
161,2023,4/4/23,NA,NA,3,"jas, jra, mnz",42,1,0.4,2,3,5:30,0,,,,,,,,,,Nothing_heard_calling,"ACGRY adult, 3 NEFAS, small fish"
162,2023,4/6/23,NA,NA,1,jas,15,3,0.15,3,0,1:13,0,,,,,,,,,,Nothing_heard_calling,water level shrinking
163,2023,4/6/23,NA,NA,1,jas,53,3,0.36,0,0,18:25,Anaxyrus terrestris,1,,,,,,,,,Nothing_heard_calling,"1 NEFAS, 1 juvenile ALMIS, 1 ANTER laying eggs (no male?)"
164,2023,4/6/23,NA,NA,1,jas,51,3,0.74,1,0,40:37:00,Gastrophryne carolinensis,3,Genus Ambystoma,1,Rana Sphenocephala,1,,,,,Acris_gryllus,"1 adult ACGRY, 1 NEFAS, 10,000 ANTER tadpoles"
165,2023,4/6/23,NA,NA,1,jas,50,3,0.68,2,0,13:55,0,,,,,,,,,,Acris_gryllus,NA
166,2023,4/6/23,NA,NA,1,jas,55,3,0.45,2,1,31:16:00,0,,,,,,,,,,Acris_gryllus,1 NEFAS
167,2023,4/6/23,NA,NA,1,jas,49,3,1.05,2,3,8:32,0,,,,,,,,,,Nothing_heard_calling,"2 NEFAS, 1 DERET"
168,2023,4/6/23,NA,NA,1,jas,46,3,0.76,2,0,10:29,Anaxyrus terrestris,1,,,,,,,,,Nothing_heard_calling,"3 NEFAS, 1 THSAU"
169,2023,4/6/23,NA,NA,1,jas,42,3,0.4,2,1,16:26,Rana Sphenocephala,1,Anaxyrus terrestris,1,,,,,,,Acris_gryllus,"4 NEFAS, small fish"
170,2023,4/11/23,NA,NA,1,jas,53,3,0.3,1,0,60:00:00,0,,,,,,,,,,Nothing_heard_calling,"ANTER, PSNIG, PSORN, RASPH, AMTIG, EUQUA larvae"
171,2023,4/11/23,NA,NA,3,"jas, jra, mnz",51,3,0.71,2,0,20:00,0,,,,,,,,,,Nothing_heard_calling,"HYGRA, ANTER, PSNIG, PSORN, RASPH, EUQUA larvae"
172,2023,4/11/23,NA,NA,3,"jas, jra, mnz",55,3,0.41,1,1,20:00,Anaxyrus terrestris,1,,,,,,,,,Nothing_heard_calling,"ANTER, PSNIG, RASPH, EUQUA, PSORN larvae"
173,2023,4/11/23,NA,NA,3,"jas, jra, mnz",50,3,0.6,1,0,20:00,0,,,,,,,,,,Nothing_heard_calling,"EUQUA, PSORN, PSNIG, RASPH, AMTIG larvae"
174,2023,4/11/23,NA,NA,3,"jas, jra, mnz",49,3,1,2,3,20:00,0,,,,,,,,,,Nothing_heard_calling,"RACAT, RASPH, ANTER, EUQUA larvae"
175,2023,4/11/23,NA,NA,3,"jas, jra, mnz",46,3,0.69,1,0,20:00,0,,,,,,,,,,Acris_gryllus,"EUQUA, ANTER, PSNIG, RASPH, PSORN tadpoles"
176,2023,4/11/23,NA,NA,3,"jas, jra, mnz",42,3,0.36,1,3,20:00,0,,,,,,,,,,Nothing_heard_calling,"ANTER, RASPH, EUQUA tadpoles"
177,2023,4/13/23,NA,NA,1,jas,53,5,0.27,2,0,10:12,0,,,,,,,,,,Nothing_heard_calling,3 ANTER tadpoles
178,2023,4/13/23,NA,NA,1,jas,42,5,0.33,2,3,4:29,0,,,,,,,,,,Nothing_heard_calling,">50 RASPH, >100 ANTER tadpoles"
179,2023,4/13/23,NA,NA,3,"jas, jra, mnz",46,5,0.64,2,0,3:38,0,,,,,,,,,,Nothing_heard_calling,>1000 ANTER tadpoles
180,2023,4/13/23,NA,NA,3,"jas, jra, mnz",49,5,1,2,3,7:05,0,,,,,,,,,,Nothing_heard_calling,">50 ANTER, 2 RACAT, 2 RASPH tadpoles. 1 sick NEFAS"
181,2023,4/13/23,NA,NA,3,"jas, jra, mnz",50,5,0.48,2,0,4:12,0,,,,,,,,,,Nothing_heard_calling,NA
182,2023,4/13/23,NA,NA,3,"jas, jra, mnz",51,5,0.7,2,0,16:05,0,,,,,,,,,,Nothing_heard_calling,"1 adult ACGRY, >5000 ANTER tadpoles"
183,2023,4/13/23,NA,NA,3,"jas, jra, mnz",55,5,0.41,2,3,10:41,0,,,,,,,,,,Nothing_heard_calling,>1000 ANTER tadpoles
184,2023,4/18/23,NA,NA,1,jas,53,2,0.23,0,0,8:02,0,,,,,,,,,,Nothing_heard_calling,Almost dry
185,2023,4/18/23,NA,NA,1,jas,51,2,0.68,0,0,28:07:00,0,,,,,,,,,,Acris_gryllus,"1 NEFAS, >200 ANTER tadpoles"
186,2023,4/18/23,NA,NA,3,"jas, jra, mnz",55,2,0.38,0,3,9:41,0,,,,,,,,,,Nothing_heard_calling,"1 adult PSFLO, ANTER and RASPH tadpoles"
187,2023,4/18/23,NA,NA,2,"jra, mnz",50,2,0.54,0,0,4:54,0,,,,,,,,,,Nothing_heard_calling,NA
188,2023,4/18/23,NA,NA,3,"jas, jra, mnz",49,2,1,0,3,2:39,0,,,,,,,,,,Nothing_heard_calling,"2 RACAT tadpoles, 2 DERET hatchlings"
189,2023,4/18/23,NA,NA,3,"jas, jra, mnz",46,2,0.56,0,0,3:28,0,,,,,,,,,,Nothing_heard_calling,ANTER tadpoles
190,2023,4/18/23,NA,NA,3,"jas, jra, mnz",42,2,0.3,0,3,3:11,0,,,,,,,,,,Nothing_heard_calling,"ANTER + RASPH tadpoles, 1 NEFAS"
191,2023,4/20/23,NA,NA,1,jas,53,4,0.18,0,0,3:35,0,,,,,,,,,,Nothing_heard_calling,nearly dry
192,2023,4/20/23,NA,NA,1,jas,51,4,0.66,0,0,14:29,0,,,,,,,,,,Nothing_heard_calling,"1 NEFAS, 3 RASPH tadpoles"
193,2023,4/20/23,NA,NA,3,"jas, jra, mnz",55,4,0.36,0,3,8:45,0,,,,,,,,,,Nothing_heard_calling,"1 PSFLO and 1 ANTER tadpoles, 3 crawfish"
194,2023,4/20/23,NA,NA,3,"jas, jra, mnz",50,4,0.49,0,0,2:57,0,,,,,,,,,,Nothing_heard_calling,NA
195,2023,4/20/23,NA,NA,3,"jas, jra, mnz",49,4,1,0,3,2:46,0,,,,,,,,,,Nothing_heard_calling,"4 RACAT tadpoles, 1 DERET"
196,2023,4/20/23,NA,NA,3,"jas, jra, mnz",46,4,0.49,0,0,2:08,0,,,,,,,,,,Nothing_heard_calling,"1 RASPH, >50 ANTER tadpoles"
197,2023,4/20/23,NA,NA,3,"jas, jra, mnz",42,4,0.28,0,3,3:02,0,,,,,,,,,,Nothing_heard_calling,"1 RASPH, >100 ANTER tadpoles. Small fish"
198,2023,4/25/23,NA,NA,1,jas,51,9,0.61,0,0,60:00:00,0,,,,,,,,,,Nothing_heard_calling,"ANTER, HYGRA, PSORN, PSNIG, EUQUA, RASPH, AMTIG, AMTAL, NOVIR larvae"
199,2023,4/25/23,NA,NA,3,"jas, jra, mnz",55,9,0.31,0,3,20:00,0,,,,,,,,,,Nothing_heard_calling,"RASPH, ANTER, PSORN, PSNIG larvae. 1 adult NOVIR and one sub adult PSFLO"
200,2023,4/25/23,NA,NA,3,"jas, jra, mnz",50,9,0.36,0,0,20:00,0,,,,,,,,,,Nothing_heard_calling,"PSNIG, PSORN, RASPH, EUQUA, NOVIR, HYGRA larvae. Almost dry."
201,2023,4/25/23,NA,NA,3,"jas, jra, mnz",49,9,0.6,2,3,20:00,0,,,,,,,,,,Nothing_heard_calling,"PSNIG, RASPH, EUQUA, ANTER, RACAT larvae"
202,2023,4/25/23,NA,NA,3,"jas, jra, mnz",46,9,0.29,2,0,20:00,0,,,,,,,,,,Nothing_heard_calling,"ANTER, RASPH, PSNIG, EUQUA larvae. Almost dry."
203,2023,4/25/23,NA,NA,3,"jas, jra, mnz",42,9,0.24,0,3,20:00,0,,,,,,,,,,Nothing_heard_calling,RASPH and ANTER tadpoles. 1 pygmy sunfish and >100 mosquito fish
204,2023,4/27/23,NA,NA,3,"jas, jra, mnz",51,11,0.58,2,0,7:31,0,,,,,,,,,,Nothing_heard_calling,Lots of algae. Surface oily
205,2023,4/27/23,NA,NA,3,"jas, jra, mnz",55,11,0.29,2,3,8:22,0,,,,,,,,,,Nothing_heard_calling,"No egg masses, no frogs calling."
206,2023,4/27/23,NA,NA,1,jas,50,11,0.3,2,0,1:25,0,,,,,,,,,,Nothing_heard_calling,~4 small puddles. 1 RASPH tadpole observed
207,2023,4/27/23,NA,NA,1,jas,49,11,0.55,2,3,3:32,0,,,,,,,,,,Nothing_heard_calling,2 DERET hatchlings and 3 RACAT tadpoles.
208,2023,4/27/23,NA,NA,1,jas,46,11,0.24,2,1,0:57,0,,,,,,,,,,Nothing_heard_calling,>100 ANTER tadpoles. Just a puddle left
209,2023,4/27/23,NA,NA,1,jas,42,11,0.22,2,3,2:32,0,,,,,,,,,,Nothing_heard_calling,Small puddle left.
210,2023,5/2/23,NA,NA,1,jas,42,3,0.34,0,3,7:31,0,,,,,,,,,,Nothing_heard_calling,2 RASPH tadpoles seen. Water cold.
211,2023,5/2/23,NA,NA,1,jas,46,3,0.52,0,0,7:01,0,,,,,,,,,,Nothing_heard_calling,>200 ANTER tadpoles
212,2023,5/2/23,NA,NA,1,jas,49,3,0.8,0,3,5:50,Anaxyrus terrestris,1,,,,,,,,,Nothing_heard_calling,"1 NEFAS, 1 RACAT tadpole"
213,2023,5/2/23,NA,NA,1,jas,50,3,0.5,0,0,8:09,0,,,,,,,,,,Nothing_heard_calling,NA
214,2023,5/2/23,NA,NA,3,"jas, jra, mnz",55,3,0.4,0,3,12:07,0,,,,,,,,,,Nothing_heard_calling,1 marsh rabbit. 1 TRSCRI
215,2023,5/2/23,NA,NA,3,"jas, jra, mnz",51,3,0.69,0,0,14:57,0,,,,,,,,,,Acris_gryllus,"2 NEFAS, 1 Kinosternon"
216,2023,5/2/23,NA,NA,3,"jas, jra, mnz",53,3,0.32,0,0,5:04,0,,,,,,,,,,Nothing_heard_calling,NA
217,2023,5/4/23,NA,NA,1,jas,42,5,0.33,0,1,6:14,0,,,,,,,,,,Nothing_heard_calling,NA
218,2023,5/4/23,NA,NA,1,jas,46,5,0.46,3,0,5:17,0,,,,,,,,,,Nothing_heard_calling,>100 ANTER tadpoles
219,2023,5/4/23,NA,NA,1,jas,49,5,1,3,3,3:51,0,,,,,,,,,,Nothing_heard_calling,A lot of the previous ANTER egg mass has been eaten. 1 NEFAS
220,2023,5/4/23,NA,NA,1,jas,50,5,0.46,0,0,6:53,0,,,,,,,,,,Nothing_heard_calling,NA
221,2023,5/4/23,NA,NA,1,jas,55,5,0.38,0,1,17:55,0,,,,,,,,,,Nothing_heard_calling,NA
222,2023,5/4/23,NA,NA,1,jas,51,5,0.67,0,0,28:58:00,0,,,,,,,,,,Nothing_heard_calling,NA
223,2023,5/4/23,NA,NA,1,jas,53,5,0.28,0,0,7:42,0,,,,,,,,,,Nothing_heard_calling,NA
224,2023,5/8/23,NA,NA,1,jas,53,9,0.2,0,0,3:07,0,,,,,,,,,,Nothing_heard_calling,Almost dry
225,2023,5/8/23,NA,NA,1,jas,51,9,0.63,0,0,18:51,0,,,,,,,,,,Nothing_heard_calling,NA
226,2023,5/8/23,NA,NA,1,jas,55,9,0.33,2,3,16:24,0,,,,,,,,,,Nothing_heard_calling,1 adult RACAT
227,2023,5/8/23,NA,NA,1,jas,50,9,0.46,2,0,7:02,0,,,,,,,,,,Nothing_heard_calling,NA
228,2023,5/8/23,NA,NA,1,jas,49,9,1,2,3,5:17,0,,,,,,,,,,Nothing_heard_calling,"1 hatchling DERET, ANTER egg mass hatched"
229,2023,5/8/23,NA,NA,1,jas,46,9,0.3,2,3,1:17,0,,,,,,,,,,Nothing_heard_calling,NA
230,2023,5/8/23,NA,NA,1,jas,42,9,0.28,2,3,2:35,0,,,,,,,,,,Nothing_heard_calling,2 juvenile NEFAS. Mud was red and the water surface was oily and had a smell.
231,2023,5/11/23,NA,NA,1,jas,51,12,0.6,2,0,19:57,0,,,,,,,,,,Nothing_heard_calling,NA
232,2023,5/11/23,NA,NA,1,jas,55,12,0.3,2,3,19:29,0,,,,,,,,,,Nothing_heard_calling,1 NEFAS
233,2023,5/11/23,NA,NA,1,jas,50,12,0.36,2,0,2:38,0,,,,,,,,,,Nothing_heard_calling,Almost dry
234,2023,5/11/23,NA,NA,1,jas,49,12,1,2,3,4:19,0,,,,,,,,,,Nothing_heard_calling,Lots of new pig damage
235,2023,5/11/23,NA,NA,1,jas,46,12,0.19,2,3,0:30,0,,,,,,,,,,Nothing_heard_calling,Just a puddle. >250 ANTER metamorphs on edges of wetland
236,2023,5/11/23,NA,NA,1,jas,42,12,0.25,2,3,3:20,0,,,,,,,,,,Nothing_heard_calling,1 NEFAS. Backpool is just sludge. 4 metamorph ANTER
237,2023,5/16/23,NA,NA,1,jas,51,1,0.59,2,0,17:55,0,,,,,,,,,,Nothing_heard_calling,NA
238,2023,5/16/23,NA,NA,1,jas,55,1,0.29,2,3,12:09,0,,,,,,,,,,Nothing_heard_calling,NA
239,2023,5/16/23,NA,NA,1,jas,49,1,1,2,3,4:16,0,,,,,,,,,,Nothing_heard_calling,1 NEFAS. 2 DERET
240,2023,5/16/23,NA,NA,1,jas,46,1,0.19,2,3,0:20,0,,,,,,,,,,Nothing_heard_calling,9ft shallow pool. 100's of toadlets
241,2023,5/16/23,NA,NA,1,jas,42,1,0.28,2,3,4:32,0,,,,,,,,,,Nothing_heard_calling,water was oily and smelled bad. 2 NEFAS
242,2023,5/17/23,NA,NA,2,"jas, jra",51,2,0.58,2,0,30:00:00,0,,,,,,,,,,Nothing_heard_calling,"AMTAL, EUQUA, NOVIR, ACGRY, HYGRA, RASPH larvae. Spiders and dragonflies."
243,2023,5/17/23,NA,NA,2,"jas, jra",55,2,0.27,2,3,30:00:00,0,,,,,,,,,,Nothing_heard_calling,"1 NOVIR, 12 ANTER, 34 RASPH larvae"
244,2023,5/17/23,NA,NA,2,"jas, jra",49,2,0.47,2,3,30:00:00,0,,,,,,,,,,Nothing_heard_calling,"16 ANTER, 24 RACAT, 4 RASPH tadpoles. 5 DERET hatchlings."
245,2023,5/17/23,NA,NA,2,"jas, jra",46,2,0.16,2,3,0:30,0,,,,,,,,,,Nothing_heard_calling,Nothing. Basically dry.
246,2023,5/23/23,NA,NA,1,jas,53,0,0.36,2,0,37:30:00,Hyla fermoralis,5,Gastrophryne carolinensis,51,,,,,,,"Hyla_femoralis,Rana_sphenocephalus,Hyla_squirella,Gastrophryne_carolinensis","1 KISUB, 1 dead DERET"
247,2023,5/23/23,NA,NA,1,jas,51,0,0.78,2,0,48:07:00,Genus Hyla,1,Hyla fermoralis,14,Gastrophryne carolinensis,200,Anaxyrus terrestris,6,,,"Acris_gryllus,Hyla_squirella,Gastrophryne_carolinensis,Anaxyrus_terrestris",2 NEFAS
248,2023,5/23/23,NA,NA,1,jas,49,0,1,2,3,4:43,0,,,,,,,,,,Nothing_heard_calling,"1 RACAT tadpole, 2 DERET."
249,2023,5/23/23,NA,NA,1,jas,46,0,0.56,2,3,19:42,Genus Hyla,2,Hyla fermoralis,3,Gastrophryne carolinensis,13,,,,,"Gastrophryne_carolinensis,Hyla_femoralis,Acris_gryllus",1 adult EUQUA swimming. 1 dead GACAR
250,2023,5/23/23,NA,NA,1,jas,42,0,0.42,2,3,17:42,Gastrophryne carolinensis,15,,,,,,,,,"Acris_gryllus,Gastrophryne_carolinensis",1 NEFAS
251,2023,5/23/23,NA,NA,1,jas,50,0,0.5,2,0,8:05,HYFEM,1,Gastrophryne carolinensis,13,,,,,,,Acris_gryllus,NA
252,2023,5/23/23,NA,NA,1,jas,55,0,0.4,2,3,35:02:00,Anaxyrus terrestris,1,Gastrophryne carolinensis,8,,,,,,,Nothing_heard_calling,So much vegetation it is getting hard to see.
253,2023,5/25/23,NA,NA,1,jas,53,1,0.36,0,0,15:32,0,,,,,,,,,,Acris_gryllus,"1 NEFAS, 1 of the tiniest tadpoles (GACAR?)"
254,2023,5/25/23,NA,NA,1,jas,51,1,0.79,0,0,40:17:00,Gastrophryne carolinensis,19,Hyla fermoralis,3,,,,,,,"Hyla_squirella,Acris_gryllus",100s of ANTER and tiny HYFEM tadpoles
255,2023,5/25/23,NA,NA,1,jas,55,1,0.39,0,3,21:19,Gastrophryne carolinensis,1,,,,,,,,,Acris_gryllus,1 NEFAS
256,2023,5/25/23,NA,NA,1,jas,50,1,0.52,0,0,11:07,Gastrophryne carolinensis,11,,,,,,,,,Nothing_heard_calling,New pig wallows/damage in the middle of the wetland
257,2023,5/25/23,NA,NA,1,jas,49,1,1,0,3,6:20,0,,,,,,,,,,Nothing_heard_calling,2 DERET 
258,2023,5/25/23,NA,NA,1,jas,46,1,0.56,0,0,7:39,0,,,,,,,,,,Nothing_heard_calling,NA
259,2023,5/25/23,NA,NA,1,jas,42,1,0.4,3,3,9:01,0,,,,,,,,,,Nothing_heard_calling,"fish, 1 ACGRY adult, 1 juv NEFAS, RASPH tadpoles"
260,2023,5/30/23,NA,NA,1,jas,42,6,0.34,0,3,5:50,0,,,,,,,,,,Nothing_heard_calling,"1 NEFAS, ~20 ANTER tadpoles, fish"
261,2023,5/30/23,NA,NA,1,jas,46,6,0.36,0,0,3:18,0,,,,,,,,,,Nothing_heard_calling,3 new pig wallows
262,2023,5/30/23,NA,NA,1,jas,49,6,1,0,3,5:19,0,,,,,,,,,,Nothing_heard_calling,1 NEFAS. New pig damage
263,2023,5/30/23,NA,NA,1,jas,50,6,0.39,0,0,4:28,0,,,,,,,,,,Nothing_heard_calling,~15 ANTER tadpoles
264,2023,5/30/23,NA,NA,1,jas,55,6,0.33,0,1,16:56,0,,,,,,,,,,Nothing_heard_calling,"2 NEFAS, 1 RASPH tadpole"
265,2023,5/30/23,NA,NA,1,jas,51,6,0.74,0,0,28:09:00,0,,,,,,,,,,Acris_gryllus,>250 ANTER tadpole
266,2023,5/30/23,NA,NA,1,jas,53,6,0.23,0,0,6:23,0,,,,,,,,,,Nothing_heard_calling,NA
267,2023,5/31/23,NA,NA,3,jas + 2 guests,53,7,0.24,0,0,3:35,0,,,,,,,,,,Nothing_heard_calling,NA
268,2023,5/31/23,NA,NA,3,jas + 2 guests,51,7,0.73,0,0,16:27,0,,,,,,,,,,Acris_gryllus,>100 ANTER tadpoles. 1 NEFAS
269,2023,5/31/23,NA,NA,3,jas + 2 guests,55,7,0.32,0,3,3:17,0,,,,,,,,,,Nothing_heard_calling,NA
270,2023,5/31/23,NA,NA,3,jas + 2 guests,50,7,0.36,0,0,4:51,0,,,,,,,,,,Nothing_heard_calling,20 ANTER and 6 GACAR tadpoles
271,2023,5/31/23,NA,NA,3,jas + 2 guests,49,7,0.42,0,3,3:13,0,,,,,,,,,,Nothing_heard_calling,3 RACAT tadpoles
272,2023,5/31/23,NA,NA,3,jas + 2 guests,46,7,0.31,0,0,3:34,0,,,,,,,,,,Nothing_heard_calling,1 ANTER tadpole. 1 NEFAS
273,2023,5/31/23,NA,NA,3,jas + 2 guests,42,7,0.32,2,3,7:35,0,,,,,,,,,,Nothing_heard_calling,"5 ANTER, 3 GACAR tadpoles"
274,2023,6/6/23,NA,NA,1,lls,53,3,0.17,0,0,5:00,0,,,,,,,,,,Nothing_heard_calling,100s ANTER
275,2023,6/6/23,NA,NA,1,lls,42,3,0.27,0,3,2:30,0,,,,,,,,,,Nothing_heard_calling,fish
276,2023,6/6/23,NA,NA,1,lls,51,3,0.69,0,0,25:30:00,0,,,,,,,,,,Acris_gryllus,ANTER tadpoles
277,2023,6/6/23,NA,NA,1,lls,55,3,0.3,0,3,10:30,0,,,,,,,,,,Nothing_heard_calling,lots of inverts
278,2023,6/6/23,NA,NA,1,lls,49,3,1,0,3,7:20,0,,,,,,,,,,Nothing_heard_calling,rasph tadpoles. Pig damage.
279,2023,6/8/23,NA,NA,1,jas,42,5,0.24,3,3,5:42,0,,,,,,,,,,Hyla_femoralis,"fish, snails, few ANTER tadpoles"
280,2023,6/8/23,NA,NA,1,jas,49,5,1,3,3,4:38,0,,,,,,,,,,Nothing_heard_calling,New pig damage. 1 DERET
281,2023,6/8/23,NA,NA,1,jas,51,5,0.76,3,0,20:19,0,,,,,,,,,,Nothing_heard_calling,>100 ANTER. 1 NEFAS
282,2023,6/8/23,NA,NA,1,jas,55,5,0.22,0,3,9:32,0,,,,,,,,,,Nothing_heard_calling,1 NEFAS
283,2023,6/13/23,NA,NA,1,jas,53,0,0.2,0,0,3:50,Gastrophryne carolinensis,6,,,,,,,,,Nothing_heard_calling,GACAR eggs around staff gauge
284,2023,6/13/23,NA,NA,1,jas,51,0,0.67,0,0,34:01:00,Hyla femoralis,27,Gastrophryne carolinensis,7,,,,,,,Acris_gryllus,NA
285,2023,6/13/23,NA,NA,1,jas,55,0,0.22,0,3,5:50,0,,,,,,,,,,Nothing_heard_calling,NA
286,2023,6/13/23,NA,NA,1,jas,49,0,1,2,3,3:58,0,,,,,,,,,,Nothing_heard_calling,NA
287,2023,6/13/23,NA,NA,1,jas,42,0,0.25,2,3,3:55,0,,,,,,,,,,Nothing_heard_calling,NA
288,2023,6/15/23,NA,NA,1,jas,42,0,0.4,2,3,6:42,0,,,,,,,,,,"Acris_gryllus,Gastrophryne_carolinensis",2 NEFAS
289,2023,6/15/23,NA,NA,1,jas,46,0,0.37,2,3,3:41,0,,,,,,,,,,"Acris_gryllus,Gastrophryne_carolinensis",1 NEFAS
290,2023,6/15/23,NA,NA,1,jas,49,0,1,2,3,3:31,0,,,,,,,,,,Nothing_heard_calling,1 DERET
291,2023,6/15/23,NA,NA,1,jas,50,0,0.4,2,0,4:29,0,,,,,,,,,,Nothing_heard_calling,NA
292,2023,6/16/23,NA,NA,1,jas,53,0,0.46,2,0,37:48:00,Gastrophryne carolinensis,11,Genus Hyla,2,,,,,,,"Acris_gryllus,Gastrophryne_carolinensis,Hyla_femoralis,Hyla_squirella",NA
293,2023,6/16/23,NA,NA,1,jas,51,0,0.8,2,0,33:08:00,Genus Hyla,7,Anaxyrus terrestris,1,Gastrophryne carolinensis,4,,,,,Acris_gryllus,1 NEFAS
294,2023,6/16/23,NA,NA,1,jas,55,0,0.42,2,3,27:38:00,0,,,,,,,,,,"Acris_gryllus,Hyla_squirella,Gastrophryne_carolinensis,Pseudacris_nigrita",NA
295,2023,6/20/23,NA,NA,1,jas,42,0,0.4,0,3,11:19,0,,,,,,,,,,Acris_gryllus,NA
296,2023,6/20/23,NA,NA,1,jas,46,0,0.52,0,0,8:49,0,,,,,,,,,,Nothing_heard_calling,1 Water scorpion. 3 new pig wallows
297,2023,6/20/23,NA,NA,1,jas,49,0,1,0,3,6:32,0,,,,,,,,,,Nothing_heard_calling,"2 NEFAS, 1 RACAT tadpole"
298,2023,6/20/23,NA,NA,1,jas,50,0,0.54,2,0,10:35,Gastrophryne carolinensis,3,Genus Hyla,2,,,,,,,Acris_gryllus,NA
299,2023,6/20/23,NA,NA,1,jas,55,0,0.41,2,3,16:12,0,,,,,,,,,,"Rana_sphenocephalus,Acris_gryllus",ANTER tadpoles. Vegetation is getting very thick. Hard to see in wetland.
300,2023,6/20/23,NA,NA,1,jas,51,0,0.8,0,0,25:22:00,0,,,,,,,,,,Acris_gryllus,NA
301,2023,6/20/23,NA,NA,1,jas,53,0,0.44,0,0,17:51,Genus Hyla,7,,,,,,,,,Acris_gryllus,NA
302,2023,6/22/23,NA,NA,2,"jas, jra",53,0,0.42,2,0,30:00:00,0,,,,,,,,,,Acris_gryllus,"ANTER, ACGRY, HYFEM, HYLA, HYGRA, PSNIG tadpoles. Fairy shrimp. PSFER adult?"
303,2023,6/22/23,NA,NA,1,jas,55,0,0.44,0,3,60:00:00,0,,,,,,,,,,"Acris_gryllus, Hyla_squirella","ANTER, HYFEM, GACAR tadpoles"
304,2023,6/22/23,NA,NA,2,"jas, jra",51,0,0.8,0,0,30:00:00,Genus Hyla,1,,,,,,,,,Acris_gryllus,"ANTER, HYFEM, EUQUA, NOVIR, GACAR, HYGRA, AMTAL, ACGRY tadpoles"
305,2023,6/22/23,NA,NA,2,"jas, jra",50,0,0.54,2,0,30:00:00,0,,,,,,,,,,Acris_gryllus,"ANTER, GACAR tadpoles"
306,2023,6/22/23,NA,NA,2,"jas, jra",49,0,1,2,3,30:00:00,Anaxyrus terrestris,1,Genus Hyla,1,,,,,,,"Acris_gryllus,Hyla_gratiosa,Hyla_femoralis,Hyla_squirella","ANTER and RACAT tadpoles. 2 NEFAS, 2 DERET"
